STEP 0; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 247; UNIT Opportunity; POSITION [6,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 247; UNIT roverlyDope; POSITION [9,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 248; UNIT Opportunity; POSITION [7,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 248; UNIT roverlyDope; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 249; UNIT Opportunity; POSITION [6,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 249; UNIT roverlyDope; POSITION [7,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 250; UNIT Opportunity; POSITION [7,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 250; UNIT roverlyDope; POSITION [6,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 251; UNIT Opportunity; POSITION [7,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 251; UNIT roverlyDope; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 252; UNIT Opportunity; POSITION [7,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 252; UNIT roverlyDope; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 253; UNIT Opportunity; POSITION [8,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 253; UNIT roverlyDope; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 254; UNIT Opportunity; POSITION [9,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 254; UNIT roverlyDope; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 255; UNIT Opportunity; POSITION [10,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 255; UNIT roverlyDope; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 256; UNIT Opportunity; POSITION [10,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 256; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 257; UNIT Opportunity; POSITION [10,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 257; UNIT roverlyDope; POSITION [9,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 258; UNIT Opportunity; POSITION [10,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 258; UNIT roverlyDope; POSITION [9,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 259; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 259; UNIT roverlyDope; POSITION [8,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 260; UNIT Opportunity; POSITION [10,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 260; UNIT roverlyDope; POSITION [7,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 261; UNIT Opportunity; POSITION [10,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 261; UNIT roverlyDope; POSITION [6,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 262; UNIT Opportunity; POSITION [9,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 262; UNIT roverlyDope; POSITION [5,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 263; UNIT Opportunity; POSITION [10,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 263; UNIT roverlyDope; POSITION [5,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 264; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 264; UNIT roverlyDope; POSITION [6,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 265; UNIT Opportunity; POSITION [10,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 265; UNIT roverlyDope; POSITION [6,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 266; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 266; UNIT roverlyDope; POSITION [5,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 267; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 267; UNIT roverlyDope; POSITION [5,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 268; UNIT Opportunity; POSITION [10,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 268; UNIT roverlyDope; POSITION [4,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 269; UNIT Opportunity; POSITION [10,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 269; UNIT roverlyDope; POSITION [5,6]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 270; UNIT Opportunity; POSITION [11,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 270; UNIT roverlyDope; POSITION [6,5]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 271; UNIT Opportunity; POSITION [12,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 271; UNIT roverlyDope; POSITION [5,6]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 272; UNIT Opportunity; POSITION [12,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 272; UNIT roverlyDope; POSITION [4,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 273; UNIT Opportunity; POSITION [12,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 273; UNIT roverlyDope; POSITION [5,6]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 274; UNIT Opportunity; POSITION [13,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 274; UNIT roverlyDope; POSITION [4,5]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 275; UNIT Opportunity; POSITION [12,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 275; UNIT roverlyDope; POSITION [3,5]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 276; UNIT Opportunity; POSITION [13,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 276; UNIT roverlyDope; POSITION [4,4]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 277; UNIT Opportunity; POSITION [12,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 277; UNIT roverlyDope; POSITION [3,3]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 278; UNIT Opportunity; POSITION [12,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 278; UNIT roverlyDope; POSITION [3,4]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 279; UNIT Opportunity; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 279; UNIT roverlyDope; POSITION [4,5]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 280; UNIT Opportunity; POSITION [14,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 280; UNIT roverlyDope; POSITION [5,6]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 281; UNIT Opportunity; POSITION [15,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 281; UNIT roverlyDope; POSITION [6,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 282; UNIT Opportunity; POSITION [14,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 282; UNIT roverlyDope; POSITION [7,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 283; UNIT Opportunity; POSITION [15,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 283; UNIT roverlyDope; POSITION [6,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 284; UNIT Opportunity; POSITION [15,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 284; UNIT roverlyDope; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 285; UNIT Opportunity; POSITION [15,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 285; UNIT roverlyDope; POSITION [7,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 286; UNIT Opportunity; POSITION [15,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 286; UNIT roverlyDope; POSITION [8,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 287; UNIT Opportunity; POSITION [14,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 287; UNIT roverlyDope; POSITION [7,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 288; UNIT Opportunity; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 288; UNIT roverlyDope; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 289; UNIT Opportunity; POSITION [14,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 289; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 290; UNIT Opportunity; POSITION [15,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 290; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 291; UNIT Opportunity; POSITION [15,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 291; UNIT roverlyDope; POSITION [7,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 292; UNIT Opportunity; POSITION [16,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 292; UNIT roverlyDope; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 293; UNIT Opportunity; POSITION [17,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 293; UNIT roverlyDope; POSITION [7,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 294; UNIT Opportunity; POSITION [17,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 294; UNIT roverlyDope; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 295; UNIT Opportunity; POSITION [18,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 295; UNIT roverlyDope; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 296; UNIT Opportunity; POSITION [18,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 296; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 297; UNIT Opportunity; POSITION [17,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 297; UNIT roverlyDope; POSITION [9,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 298; UNIT Opportunity; POSITION [17,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 298; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 299; UNIT Opportunity; POSITION [17,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 299; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 300; UNIT Opportunity; POSITION [17,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 300; UNIT roverlyDope; POSITION [7,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 301; UNIT Opportunity; POSITION [17,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 301; UNIT roverlyDope; POSITION [7,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 302; UNIT Opportunity; POSITION [18,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 302; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 303; UNIT Opportunity; POSITION [18,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 303; UNIT roverlyDope; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 304; UNIT Opportunity; POSITION [19,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 304; UNIT roverlyDope; POSITION [7,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 305; UNIT Opportunity; POSITION [18,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 305; UNIT roverlyDope; POSITION [8,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 306; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 306; UNIT roverlyDope; POSITION [9,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 307; UNIT Opportunity; POSITION [19,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 307; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 308; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 308; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 309; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 309; UNIT roverlyDope; POSITION [9,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 310; UNIT Opportunity; POSITION [18,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 310; UNIT roverlyDope; POSITION [9,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 311; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 311; UNIT roverlyDope; POSITION [10,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 312; UNIT Opportunity; POSITION [20,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 312; UNIT roverlyDope; POSITION [11,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 313; UNIT Opportunity; POSITION [21,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 313; UNIT roverlyDope; POSITION [12,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 314; UNIT Opportunity; POSITION [20,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 314; UNIT roverlyDope; POSITION [11,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 315; UNIT Opportunity; POSITION [20,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 315; UNIT roverlyDope; POSITION [11,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 316; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 316; UNIT roverlyDope; POSITION [10,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 317; UNIT Opportunity; POSITION [19,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 317; UNIT roverlyDope; POSITION [11,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 318; UNIT Opportunity; POSITION [19,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 318; UNIT roverlyDope; POSITION [11,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 319; UNIT Opportunity; POSITION [18,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 319; UNIT roverlyDope; POSITION [11,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 320; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 320; UNIT roverlyDope; POSITION [10,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 321; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 321; UNIT roverlyDope; POSITION [9,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 322; UNIT Opportunity; POSITION [20,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 322; UNIT roverlyDope; POSITION [10,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
